Id,Measure,ValueAttribute,Value,StringValue,WijkenEnBuurten
18221,1014800_1,None,61.0,,BU04820202
18222,1014850_2,None,38.0,,BU04820202
18338,M000297,None,160.0,,BU04820203
18339,M001642,None,379.0,,BU04820203
18344,1014800_1,None,71.0,,BU04820203
18345,1014850_2,None,29.0,,BU04820203
18463,M000297,None,3.0,,BU04820204
18532,M000297,None,444.0,,BU04820205
18533,M001642,None,250.0,,BU04820205
18538,1014800_1,None,39.0,,BU04820205
18539,1014850_2,None,61.0,,BU04820205
18657,M000297,None,199.0,,BU04820206
18658,M001642,None,320.0,,BU04820206
18663,1014800_1,None,60.0,,BU04820206
18664,1014850_2,None,40.0,,BU04820206
18782,M000297,None,3080.0,,WK048203
18783,M001642,None,297.0,,WK048203
18788,1014800_1,None,64.0,,WK048203
18789,1014850_2,None,36.0,,WK048203
18905,M000297,None,358.0,,BU04820301
18906,M001642,None,382.0,,BU04820301
18911,1014800_1,None,85.0,,BU04820301
18912,1014850_2,None,15.0,,BU04820301
19030,M000297,None,220.0,,BU04820302
19031,M001642,None,422.0,,BU04820302
19036,1014800_1,None,100.0,,BU04820302
19037,1014850_2,None,0.0,,BU04820302
19151,M000297,None,394.0,,BU04820303
19152,M001642,None,316.0,,BU04820303
19157,1014800_1,None,74.0,,BU04820303
19158,1014850_2,None,25.0,,BU04820303
19276,M000297,None,313.0,,BU04820304
19277,M001642,None,335.0,,BU04820304
19282,1014800_1,None,86.0,,BU04820304
19283,1014850_2,None,14.0,,BU04820304
19399,M000297,None,383.0,,BU04820305
19400,M001642,None,306.0,,BU04820305
19405,1014800_1,None,49.0,,BU04820305
19406,1014850_2,None,51.0,,BU04820305
19522,M000297,None,656.0,,BU04820306
19523,M001642,None,270.0,,BU04820306
19528,1014800_1,None,52.0,,BU04820306
19529,1014850_2,None,48.0,,BU04820306
19647,M000297,None,756.0,,BU04820307
19648,M001642,None,215.0,,BU04820307
19653,1014800_1,None,48.0,,BU04820307
19654,1014850_2,None,52.0,,BU04820307
19770,M000297,None,1524.0,,WK048204
19771,M001642,None,335.0,,WK048204
19776,1014800_1,None,51.0,,WK048204
19777,1014850_2,None,49.0,,WK048204
19893,M000297,None,545.0,,BU04820401
19894,M001642,None,297.0,,BU04820401
19899,1014800_1,None,48.0,,BU04820401
19900,1014850_2,None,52.0,,BU04820401
20016,M000297,None,630.0,,BU04820402
20017,M001642,None,293.0,,BU04820402
20022,1014800_1,None,56.0,,BU04820402
20023,1014850_2,None,44.0,,BU04820402
20141,M000297,None,118.0,,BU04820403
20142,M001642,None,905.0,,BU04820403
20147,1014800_1,None,97.0,,BU04820403
20148,1014850_2,None,3.0,,BU04820403
20260,M000297,None,231.0,,BU04820404
20261,M001642,None,248.0,,BU04820404
