Id,Measure,ValueAttribute,Value,StringValue,RegioS
826565,1014800_1,None,57.0,,GM0687
826566,1014850_2,None,42.0,,GM0687
826662,M000297,None,4284.0,,WK068700
826668,1014800_1,None,50.0,,WK068700
826669,1014850_2,None,49.0,,WK068700
826766,M000297,None,4284.0,,BU06870000
826772,1014800_1,None,50.0,,BU06870000
826773,1014850_2,None,49.0,,BU06870000
826872,M000297,None,5641.0,,WK068701
826878,1014800_1,None,65.0,,WK068701
826879,1014850_2,None,35.0,,WK068701
826976,M000297,None,1399.0,,BU06870100
826982,1014800_1,None,67.0,,BU06870100
826983,1014850_2,None,33.0,,BU06870100
827078,M000297,None,1568.0,,BU06870101
827084,1014800_1,None,60.0,,BU06870101
827085,1014850_2,None,40.0,,BU06870101
827182,M000297,None,1029.0,,BU06870102
827188,1014800_1,None,44.0,,BU06870102
827189,1014850_2,None,56.0,,BU06870102
827288,M000297,None,251.0,,BU06870103
827294,1014800_1,None,86.0,,BU06870103
827295,1014850_2,None,14.0,,BU06870103
827386,M000297,None,418.0,,BU06870104
827392,1014800_1,None,84.0,,BU06870104
827393,1014850_2,None,16.0,,BU06870104
827482,M000297,None,30.0,,BU06870105
827487,1014800_1,None,80.0,,BU06870105
827488,1014850_2,None,17.0,,BU06870105
827552,M000297,None,903.0,,BU06870106
827558,1014800_1,None,81.0,,BU06870106
827559,1014850_2,None,19.0,,BU06870106
827636,M000297,None,5.0,,BU06870107
827675,M000297,None,19.0,,BU06870108
827714,M000297,None,19.0,,BU06870109
827771,M000297,None,3344.0,,WK068702
827777,1014800_1,None,48.0,,WK068702
827778,1014850_2,None,51.0,,WK068702
827875,M000297,None,3233.0,,BU06870200
827881,1014800_1,None,47.0,,BU06870200
827882,1014850_2,None,52.0,,BU06870200
827974,M000297,None,111.0,,BU06870209
827980,1014800_1,None,89.0,,BU06870209
827981,1014850_2,None,11.0,,BU06870209
828075,M000297,None,6791.0,,WK068703
828081,1014800_1,None,54.0,,WK068703
828082,1014850_2,None,46.0,,WK068703
828179,M000297,None,3171.0,,BU06870300
828185,1014800_1,None,65.0,,BU06870300
828186,1014850_2,None,35.0,,BU06870300
828285,M000297,None,2979.0,,BU06870301
828291,1014800_1,None,36.0,,BU06870301
828292,1014850_2,None,64.0,,BU06870301
828386,M000297,None,28.0,,BU06870302
828391,1014800_1,None,68.0,,BU06870302
828392,1014850_2,None,25.0,,BU06870302
828459,M000297,None,613.0,,BU06870309
828465,1014800_1,None,89.0,,BU06870309
828466,1014850_2,None,11.0,,BU06870309
828560,M000297,None,595.0,,WK068704
828566,1014800_1,None,69.0,,WK068704
828567,1014850_2,None,31.0,,WK068704
828662,M000297,None,516.0,,BU06870400
828668,1014800_1,None,66.0,,BU06870400
828669,1014850_2,None,34.0,,BU06870400
828760,M000297,None,79.0,,BU06870409
828766,1014800_1,None,86.0,,BU06870409
828767,1014850_2,None,14.0,,BU06870409
828853,M000297,None,2084.0,,WK068705
828859,1014800_1,None,72.0,,WK068705
828860,1014850_2,None,27.0,,WK068705
828957,M000297,None,1958.0,,BU06870500
828963,1014800_1,None,72.0,,BU06870500
828964,1014850_2,None,28.0,,BU06870500
829056,M000297,None,32.0,,BU06870501
829061,1014800_1,None,84.0,,BU06870501
829062,1014850_2,None,16.0,,BU06870501
829125,M000297,None,38.0,,BU06870502
829130,1014800_1,None,79.0,,BU06870502
829131,1014850_2,None,21.0,,BU06870502
829178,M000297,None,0.0,,BU06870503
829217,M000297,None,56.0,,BU06870509
829222,1014800_1,None,80.0,,BU06870509
829223,1014850_2,None,18.0,,BU06870509
829307,M000297,None,5726.0,,GM0689
829313,1014800_1,None,71.0,,GM0689
829314,1014850_2,None,29.0,,GM0689
829410,M000297,None,1223.0,,WK068900
829416,1014800_1,None,75.0,,WK068900
829417,1014850_2,None,25.0,,WK068900
829512,M000297,None,1081.0,,BU06890000
829518,1014800_1,None,74.0,,BU06890000
829519,1014850_2,None,26.0,,BU06890000
829610,M000297,None,89.0,,BU06890001
829616,1014800_1,None,88.0,,BU06890001
829617,1014850_2,None,12.0,,BU06890001
829699,M000297,None,53.0,,BU06890002
829705,1014800_1,None,83.0,,BU06890002
829706,1014850_2,None,17.0,,BU06890002
829789,M000297,None,430.0,,WK068901
829795,1014800_1,None,78.0,,WK068901
829796,1014850_2,None,21.0,,WK068901
829885,M000297,None,314.0,,BU06890100
829891,1014800_1,None,75.0,,BU06890100
829892,1014850_2,None,25.0,,BU06890100
829981,M000297,None,116.0,,BU06890101
829987,1014800_1,None,89.0,,BU06890101
829988,1014850_2,None,11.0,,BU06890101
830071,M000297,None,104.0,,WK068902
830077,1014800_1,None,87.0,,WK068902
830078,1014850_2,None,13.0,,WK068902
830159,M000297,None,53.0,,BU06890200
830165,1014800_1,None,83.0,,BU06890200
830166,1014850_2,None,17.0,,BU06890200
830237,M000297,None,51.0,,BU06890201
830242,1014800_1,None,90.0,,BU06890201
830243,1014850_2,None,10.0,,BU06890201
830311,M000297,None,66.0,,WK068903
830316,1014800_1,None,82.0,,WK068903
830317,1014850_2,None,17.0,,WK068903
830393,M000297,None,32.0,,BU06890308
830398,1014800_1,None,75.0,,BU06890308
830399,1014850_2,None,22.0,,BU06890308
830471,M000297,None,34.0,,BU06890309
830476,1014800_1,None,88.0,,BU06890309
830477,1014850_2,None,12.0,,BU06890309
830552,M000297,None,1455.0,,WK068904
830558,1014800_1,None,57.0,,WK068904
830559,1014850_2,None,42.0,,WK068904
830654,M000297,None,1305.0,,BU06890400
830660,1014800_1,None,55.0,,BU06890400
830661,1014850_2,None,44.0,,BU06890400
830751,M000297,None,69.0,,BU06890401
830757,1014800_1,None,77.0,,BU06890401
830758,1014850_2,None,23.0,,BU06890401
830840,M000297,None,81.0,,BU06890402
830846,1014800_1,None,79.0,,BU06890402
830847,1014850_2,None,21.0,,BU06890402
830935,M000297,None,590.0,,WK068905
830941,1014800_1,None,76.0,,WK068905
830942,1014850_2,None,24.0,,WK068905
831036,M000297,None,452.0,,BU06890500
831042,1014800_1,None,73.0,,BU06890500
831043,1014850_2,None,27.0,,BU06890500
831133,M000297,None,77.0,,BU06890501
831139,1014800_1,None,84.0,,BU06890501
831140,1014850_2,None,16.0,,BU06890501
831222,M000297,None,49.0,,BU06890502
831227,1014800_1,None,90.0,,BU06890502
831228,1014850_2,None,10.0,,BU06890502
831283,M000297,None,12.0,,BU06890509
831344,M000297,None,704.0,,WK068906
831350,1014800_1,None,75.0,,WK068906
831351,1014850_2,None,25.0,,WK068906
831440,M000297,None,172.0,,BU06890600
831446,1014800_1,None,85.0,,BU06890600
831447,1014850_2,None,14.0,,BU06890600
831535,M000297,None,46.0,,BU06890601
831540,1014800_1,None,80.0,,BU06890601
831541,1014850_2,None,20.0,,BU06890601
831615,M000297,None,99.0,,BU06890602
831621,1014800_1,None,81.0,,BU06890602
831622,1014850_2,None,19.0,,BU06890602
831712,M000297,None,387.0,,BU06890603
831718,1014800_1,None,68.0,,BU06890603
831719,1014850_2,None,32.0,,BU06890603
831815,M000297,None,668.0,,WK068907
831821,1014800_1,None,72.0,,WK068907
831822,1014850_2,None,28.0,,WK068907
831917,M000297,None,587.0,,BU06890700
831923,1014800_1,None,71.0,,BU06890700
831924,1014850_2,None,29.0,,BU06890700
832014,M000297,None,57.0,,BU06890701
832019,1014800_1,None,81.0,,BU06890701
832020,1014850_2,None,18.0,,BU06890701
832093,M000297,None,24.0,,BU06890702
832098,1014800_1,None,79.0,,BU06890702
832099,1014850_2,None,21.0,,BU06890702
832172,M000297,None,486.0,,WK068908
832178,1014800_1,None,75.0,,WK068908
832179,1014850_2,None,25.0,,WK068908
832272,M000297,None,486.0,,BU06890800
832278,1014800_1,None,75.0,,BU06890800
832279,1014850_2,None,25.0,,BU06890800
832374,M000297,None,8709.0,,GM0703
832380,1014800_1,None,65.0,,GM0703
832381,1014850_2,None,35.0,,GM0703
832477,M000297,None,2726.0,,WK070300
832483,1014800_1,None,65.0,,WK070300
832484,1014850_2,None,35.0,,WK070300
832581,M000297,None,2683.0,,BU07030000
832587,1014800_1,None,65.0,,BU07030000
832588,1014850_2,None,35.0,,BU07030000
832681,M000297,None,43.0,,BU07030009
832686,1014800_1,None,72.0,,BU07030009
832687,1014850_2,None,28.0,,BU07030009
832759,M000297,None,2399.0,,WK070301
832765,1014800_1,None,61.0,,WK070301
832766,1014850_2,None,39.0,,WK070301
832863,M000297,None,1496.0,,BU07030100
832869,1014800_1,None,60.0,,BU07030100
832870,1014850_2,None,39.0,,BU07030100
832967,M000297,None,768.0,,BU07030101
832973,1014800_1,None,58.0,,BU07030101
832974,1014850_2,None,42.0,,BU07030101
833066,M000297,None,135.0,,BU07030109
833072,1014800_1,None,79.0,,BU07030109
833073,1014850_2,None,20.0,,BU07030109
833163,M000297,None,1823.0,,WK070302
833169,1014800_1,None,69.0,,WK070302
833170,1014850_2,None,31.0,,WK070302
833266,M000297,None,1568.0,,BU07030200
833272,1014800_1,None,66.0,,BU07030200
833273,1014850_2,None,34.0,,BU07030200
833364,M000297,None,147.0,,BU07030201
833370,1014800_1,None,84.0,,BU07030201
833371,1014850_2,None,16.0,,BU07030201
833460,M000297,None,23.0,,BU07030208
833465,1014800_1,None,83.0,,BU07030208
833466,1014850_2,None,17.0,,BU07030208
833525,M000297,None,85.0,,BU07030209
833531,1014800_1,None,88.0,,BU07030209
833532,1014850_2,None,12.0,,BU07030209
833616,M000297,None,432.0,,WK070303
833622,1014800_1,None,81.0,,WK070303
833623,1014850_2,None,18.0,,WK070303
833711,M000297,None,340.0,,BU07030300
833717,1014800_1,None,78.0,,BU07030300
833718,1014850_2,None,22.0,,BU07030300
833808,M000297,None,92.0,,BU07030309
833814,1014800_1,None,93.0,,BU07030309
833815,1014850_2,None,5.0,,BU07030309
833899,M000297,None,1329.0,,WK070304
833905,1014800_1,None,60.0,,WK070304
833906,1014850_2,None,40.0,,WK070304
834001,M000297,None,1067.0,,BU07030400
834007,1014800_1,None,55.0,,BU07030400
834008,1014850_2,None,45.0,,BU07030400
834099,M000297,None,69.0,,BU07030401
834105,1014800_1,None,86.0,,BU07030401
834106,1014850_2,None,13.0,,BU07030401
834189,M000297,None,52.0,,BU07030402
834195,1014800_1,None,87.0,,BU07030402
834196,1014850_2,None,13.0,,BU07030402
834268,M000297,None,117.0,,BU07030408
834274,1014800_1,None,74.0,,BU07030408
834275,1014850_2,None,26.0,,BU07030408
834359,M000297,None,24.0,,BU07030409
834364,1014800_1,None,83.0,,BU07030409
834365,1014850_2,None,17.0,,BU07030409
834429,M000297,None,5316.0,,GM0707
834435,1014800_1,None,67.0,,GM0707
834436,1014850_2,None,32.0,,GM0707
834532,M000297,None,1053.0,,WK070701
834538,1014800_1,None,62.0,,WK070701
834539,1014850_2,None,36.0,,WK070701
834634,M000297,None,760.0,,BU07070100
834640,1014800_1,None,56.0,,BU07070100
834641,1014850_2,None,43.0,,BU07070100
834732,M000297,None,80.0,,BU07070101
834738,1014800_1,None,83.0,,BU07070101
834739,1014850_2,None,18.0,,BU07070101
834819,M000297,None,118.0,,BU07070102
834825,1014800_1,None,79.0,,BU07070102
834826,1014850_2,None,20.0,,BU07070102
834911,M000297,None,95.0,,BU07070103
834917,1014800_1,None,76.0,,BU07070103
834918,1014850_2,None,23.0,,BU07070103
835006,M000297,None,1203.0,,WK070702
835012,1014800_1,None,64.0,,WK070702
835013,1014850_2,None,36.0,,WK070702
835108,M000297,None,1133.0,,BU07070200
835114,1014800_1,None,63.0,,BU07070200
835115,1014850_2,None,37.0,,BU07070200
835206,M000297,None,37.0,,BU07070201
835211,1014800_1,None,81.0,,BU07070201
835212,1014850_2,None,19.0,,BU07070201
835261,M000297,None,0.0,,BU07070202
835301,M000297,None,33.0,,BU07070203
835306,1014800_1,None,79.0,,BU07070203
835307,1014850_2,None,21.0,,BU07070203
835375,M000297,None,276.0,,WK070703
835381,1014800_1,None,79.0,,WK070703
835382,1014850_2,None,21.0,,WK070703
835470,M000297,None,48.0,,BU07070300
835475,1014800_1,None,67.0,,BU07070300
835476,1014850_2,None,33.0,,BU07070300
835554,M000297,None,156.0,,BU07070301
835560,1014800_1,None,84.0,,BU07070301
835561,1014850_2,None,16.0,,BU07070301
835649,M000297,None,72.0,,BU07070302
835655,1014800_1,None,78.0,,BU07070302
835656,1014850_2,None,22.0,,BU07070302
835746,M000297,None,1532.0,,WK070704
835752,1014800_1,None,68.0,,WK070704
835753,1014850_2,None,32.0,,WK070704
835848,M000297,None,1053.0,,BU07070400
835854,1014800_1,None,63.0,,BU07070400
835855,1014850_2,None,37.0,,BU07070400
835946,M000297,None,145.0,,BU07070401
835952,1014800_1,None,77.0,,BU07070401
835953,1014850_2,None,23.0,,BU07070401
836038,M000297,None,334.0,,BU07070402
836044,1014800_1,None,78.0,,BU07070402
836045,1014850_2,None,19.0,,BU07070402
836136,M000297,None,363.0,,WK070705
836142,1014800_1,None,71.0,,WK070705
836143,1014850_2,None,28.0,,WK070705
836231,M000297,None,257.0,,BU07070500
836237,1014800_1,None,68.0,,BU07070500
836238,1014850_2,None,32.0,,BU07070500
836327,M000297,None,106.0,,BU07070501
836333,1014800_1,None,78.0,,BU07070501
836334,1014850_2,None,21.0,,BU07070501
836426,M000297,None,509.0,,WK070706
836432,1014800_1,None,71.0,,WK070706
836433,1014850_2,None,27.0,,WK070706
836525,M000297,None,302.0,,BU07070600
836531,1014800_1,None,60.0,,BU07070600
836532,1014850_2,None,39.0,,BU07070600
836620,M000297,None,124.0,,BU07070601
836626,1014800_1,None,92.0,,BU07070601
836627,1014850_2,None,6.0,,BU07070601
836711,M000297,None,42.0,,BU07070602
836716,1014800_1,None,81.0,,BU07070602
836717,1014850_2,None,14.0,,BU07070602
836784,M000297,None,41.0,,BU07070603
836789,1014800_1,None,76.0,,BU07070603
836790,1014850_2,None,20.0,,BU07070603
836865,M000297,None,380.0,,WK070707
836871,1014800_1,None,71.0,,WK070707
836872,1014850_2,None,29.0,,WK070707
836964,M000297,None,215.0,,BU07070700
836970,1014800_1,None,61.0,,BU07070700
836971,1014850_2,None,39.0,,BU07070700
837059,M000297,None,77.0,,BU07070701
837065,1014800_1,None,83.0,,BU07070701
837066,1014850_2,None,16.0,,BU07070701
837149,M000297,None,36.0,,BU07070702
837154,1014800_1,None,81.0,,BU07070702
837155,1014850_2,None,19.0,,BU07070702
837221,M000297,None,52.0,,BU07070703
837226,1014800_1,None,83.0,,BU07070703
837227,1014850_2,None,15.0,,BU07070703
837313,M000297,None,26102.0,,GM0715
837319,1014800_1,None,67.0,,GM0715
837320,1014850_2,None,33.0,,GM0715
837416,M000297,None,1786.0,,WK071510
837422,1014800_1,None,38.0,,WK071510
837423,1014850_2,None,62.0,,WK071510
837520,M000297,None,1786.0,,BU07151000
837526,1014800_1,None,38.0,,BU07151000
837527,1014850_2,None,62.0,,BU07151000
837620,M000297,None,38.0,,WK071511
837625,1014800_1,None,71.0,,WK071511
837626,1014850_2,None,26.0,,WK071511
837699,M000297,None,38.0,,BU07151100
837704,1014800_1,None,71.0,,BU07151100
837705,1014850_2,None,26.0,,BU07151100
837786,M000297,None,5213.0,,WK071519
837792,1014800_1,None,65.0,,WK071519
837793,1014850_2,None,35.0,,WK071519
837890,M000297,None,5213.0,,BU07151900
837896,1014800_1,None,65.0,,BU07151900
837897,1014850_2,None,35.0,,BU07151900
837996,M000297,None,3732.0,,WK071520
838002,1014800_1,None,64.0,,WK071520
838003,1014850_2,None,36.0,,WK071520
838100,M000297,None,3732.0,,BU07152000
838106,1014800_1,None,64.0,,BU07152000
838107,1014850_2,None,36.0,,BU07152000
838206,M000297,None,1162.0,,WK071526
838212,1014800_1,None,88.0,,WK071526
838213,1014850_2,None,12.0,,WK071526
838308,M000297,None,1162.0,,BU07152600
838314,1014800_1,None,88.0,,BU07152600
838315,1014850_2,None,12.0,,BU07152600
838392,M000297,None,6.0,,WK071529
838425,M000297,None,6.0,,BU07152900
838480,M000297,None,638.0,,WK071530
838486,1014800_1,None,82.0,,WK071530
838487,1014850_2,None,18.0,,WK071530
838580,M000297,None,638.0,,BU07153000
838586,1014800_1,None,82.0,,BU07153000
838587,1014850_2,None,18.0,,BU07153000
838677,M000297,None,156.0,,WK071534
838683,1014800_1,None,90.0,,WK071534
838684,1014850_2,None,8.0,,WK071534
838765,M000297,None,156.0,,BU07153400
838771,1014800_1,None,90.0,,BU07153400
838772,1014850_2,None,8.0,,BU07153400
838860,M000297,None,1138.0,,WK071535
838866,1014800_1,None,74.0,,WK071535
838867,1014850_2,None,25.0,,WK071535
838962,M000297,None,1138.0,,BU07153500
838968,1014800_1,None,74.0,,BU07153500
838969,1014850_2,None,25.0,,BU07153500
839061,M000297,None,227.0,,WK071539
839067,1014800_1,None,87.0,,WK071539
839068,1014850_2,None,12.0,,WK071539
839151,M000297,None,227.0,,BU07153900
839157,1014800_1,None,87.0,,BU07153900
839158,1014850_2,None,12.0,,BU07153900
839248,M000297,None,1125.0,,WK071540
839254,1014800_1,None,71.0,,WK071540
839255,1014850_2,None,29.0,,WK071540
839350,M000297,None,1125.0,,BU07154000
839356,1014800_1,None,71.0,,BU07154000
839357,1014850_2,None,29.0,,BU07154000
839448,M000297,None,43.0,,WK071541
839453,1014800_1,None,72.0,,WK071541
839454,1014850_2,None,23.0,,WK071541
839519,M000297,None,43.0,,BU07154100
839524,1014800_1,None,72.0,,BU07154100
839525,1014850_2,None,23.0,,BU07154100
839598,M000297,None,872.0,,WK071545
839604,1014800_1,None,75.0,,WK071545
839605,1014850_2,None,25.0,,WK071545
839700,M000297,None,872.0,,BU07154500
839706,1014800_1,None,75.0,,BU07154500
839707,1014850_2,None,25.0,,BU07154500
839788,M000297,None,17.0,,WK071547
839829,M000297,None,17.0,,BU07154700
839883,M000297,None,392.0,,WK071549
839889,1014800_1,None,88.0,,WK071549
839890,1014850_2,None,11.0,,WK071549
839977,M000297,None,392.0,,BU07154900
839983,1014800_1,None,88.0,,BU07154900
839984,1014850_2,None,11.0,,BU07154900
840078,M000297,None,3496.0,,WK071550
840084,1014800_1,None,57.0,,WK071550
840085,1014850_2,None,43.0,,WK071550
840182,M000297,None,3496.0,,BU07155000
840188,1014800_1,None,57.0,,BU07155000
840189,1014850_2,None,43.0,,BU07155000
840282,M000297,None,70.0,,WK071551
840288,1014800_1,None,94.0,,WK071551
840289,1014850_2,None,6.0,,WK071551
840360,M000297,None,70.0,,BU07155100
840366,1014800_1,None,94.0,,BU07155100
840367,1014850_2,None,6.0,,BU07155100
840446,M000297,None,324.0,,WK071554
840452,1014800_1,None,91.0,,WK071554
840453,1014850_2,None,8.0,,WK071554
840545,M000297,None,324.0,,BU07155400
840551,1014800_1,None,91.0,,BU07155400
840552,1014850_2,None,8.0,,BU07155400
840646,M000297,None,840.0,,WK071555
840652,1014800_1,None,74.0,,WK071555
840653,1014850_2,None,26.0,,WK071555
840746,M000297,None,840.0,,BU07155500
840752,1014800_1,None,74.0,,BU07155500
840753,1014850_2,None,26.0,,BU07155500
840847,M000297,None,284.0,,WK071559
840853,1014800_1,None,89.0,,WK071559
840854,1014850_2,None,9.0,,WK071559
840941,M000297,None,284.0,,BU07155900
840947,1014800_1,None,89.0,,BU07155900
840948,1014850_2,None,9.0,,BU07155900
841038,M000297,None,352.0,,WK071560
841044,1014800_1,None,73.0,,WK071560
841045,1014850_2,None,27.0,,WK071560
841137,M000297,None,352.0,,BU07156000
841143,1014800_1,None,73.0,,BU07156000
841144,1014850_2,None,27.0,,BU07156000
841233,M000297,None,87.0,,WK071564
841239,1014800_1,None,90.0,,WK071564
841240,1014850_2,None,9.0,,WK071564
841319,M000297,None,87.0,,BU07156400
841325,1014800_1,None,90.0,,BU07156400
841326,1014850_2,None,9.0,,BU07156400
841405,M000297,None,71.0,,WK071565
841411,1014800_1,None,90.0,,WK071565
841412,1014850_2,None,10.0,,WK071565
841482,M000297,None,71.0,,BU07156500
841488,1014800_1,None,90.0,,BU07156500
841489,1014850_2,None,10.0,,BU07156500
841563,M000297,None,39.0,,WK071569
841568,1014800_1,None,92.0,,WK071569
841569,1014850_2,None,5.0,,WK071569
841628,M000297,None,39.0,,BU07156900
841633,1014800_1,None,92.0,,BU07156900
841634,1014850_2,None,5.0,,BU07156900
841700,M000297,None,1861.0,,WK071570
841706,1014800_1,None,63.0,,WK071570
841707,1014850_2,None,36.0,,WK071570
841804,M000297,None,1861.0,,BU07157000
841810,1014800_1,None,63.0,,BU07157000
841811,1014850_2,None,36.0,,BU07157000
841890,M000297,None,9.0,,WK071572
841926,M000297,None,9.0,,BU07157200
841978,M000297,None,177.0,,WK071574
841984,1014800_1,None,84.0,,WK071574
841985,1014850_2,None,16.0,,WK071574
842071,M000297,None,177.0,,BU07157400
